Name,Publisher,Year,Genre,Generation,Platform,Platform_type,Platform_company,Platform_Multi,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Cabela's Deer Hunt 2005 Season,Activision,2004,Sports,6,PS2,Traditional,Sony,Multi,0.18,0.14,0.0,0.05,0.37
Pachi-Slot Higrashi no Naku Koro ni Matsuri,Alchemist,2010,Misc,6,PS2,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Mortal Kombat: Tournament Edition,Midway Games,2003,Fighting,6,GBA,Portable,Nintendo,Native,0.01,0.0,0.0,0.0,0.01
FIFA Street 2,Electronic Arts,2006,Sports,6,GC,Traditional,Nintendo,Multi,0.09,0.02,0.0,0.0,0.11
Pac 'n Roll,Namco Bandai Games,2005,Platform,7,DS,Portable,Nintendo,Native,0.09,0.0,0.02,0.01,0.12
Harry Potter and the Sorcerer's Stone,Electronic Arts,2003,Action,6,XB,Traditional,Microsoft,Multi,0.05,0.02,0.0,0.0,0.07
Mountain King,CBS Electronics,1982,Action,2,2600,Traditional,Atari,Native,0.29,0.02,0.0,0.0,0.31
Saki: Zenkoku-hen,Kaga Create,2015,Misc,8,PSV,Portable,Sony,Native,0.0,0.0,0.05,0.0,0.05
Wild West Shootout,Unknown,2010,Shooter,7,Wii,Traditional,Nintendo,Native,0.01,0.01,0.0,0.0,0.02
NASCAR Unleashed,Activision,2011,Racing,7,PS3,Traditional,Sony,Multi,0.09,0.0,0.0,0.01,0.09999999999999999
Kouchuu Ouja Mushi King: Super Collection,Sega,2007,Action,7,DS,Portable,Nintendo,Native,0.0,0.0,0.11,0.0,0.11
¡Shin Chan Flipa en colores!,505 Games,2007,Platform,7,DS,Portable,Nintendo,Native,0.0,0.0,0.14,0.0,0.14
Phantom Crash,Phantagram,2002,Simulation,6,XB,Traditional,Microsoft,Native,0.03,0.01,0.01,0.0,0.05
MotoGP '06,THQ,2006,Racing,7,X360,Traditional,Microsoft,Native,0.11,0.01,0.0,0.01,0.13
Company of Heroes,THQ,2006,Strategy,7,PC,PC,PC,Native,0.0,0.04,0.0,0.01,0.05
Road Trip: Shifting Gears,Zoo Digital Publishing,2002,Racing,6,GBA,Portable,Nintendo,Native,0.01,0.0,0.0,0.0,0.01
Dragon Quest IV: Michibikareshi Monotachi,Enix Corporation,2001,Role-Playing,5,PS,Traditional,Sony,Native,0.0,0.0,1.2,0.01,1.21
Assassin's Creed Chronicles,Ubisoft,2016,Action,8,PSV,Portable,Sony,Multi,0.02,0.06,0.01,0.02,0.11
MLB 12: The Show,Sony Computer Entertainment,2012,Sports,8,PSV,Portable,Sony,Multi,0.18,0.0,0.0,0.02,0.19999999999999998
Just Dance 3,Ubisoft,2011,Misc,7,Wii,Traditional,Nintendo,Multi,6.05,3.15,0.0,1.07,10.27
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,Nintendo,2004,Misc,6,GBA,Portable,Nintendo,Native,0.13,0.05,0.0,0.0,0.18
Namco Museum Vol.4,Sony Computer Entertainment,1996,Misc,5,PS,Traditional,Sony,Native,0.02,0.01,0.16,0.01,0.2
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Ubisoft,2005,Platform,6,GC,Traditional,Nintendo,Multi,0.05,0.01,0.0,0.0,0.060000000000000005
Guinness World Records: The Videogame,Warner Bros. Interactive Entertainment,2008,Action,7,DS,Portable,Nintendo,Multi,0.47,0.01,0.0,0.04,0.52
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,Namco Bandai Games,2013,Strategy,8,PSV,Portable,Sony,Multi,0.0,0.0,0.03,0.0,0.03
Guitar Hero: Van Halen,Activision,2009,Misc,6,PS2,Traditional,Sony,Multi,0.05,0.04,0.0,0.01,0.09999999999999999
IL-2 Sturmovik: Birds of Prey,505 Games,2009,Simulation,7,DS,Portable,Nintendo,Multi,0.06,0.0,0.0,0.0,0.06
Nobunaga's Ambition: Iron Triangle,Tecmo Koei,2006,Strategy,6,PS2,Traditional,Sony,Native,0.04,0.03,0.0,0.01,0.08
Colosseum: Road to Freedom,Tecmo Koei,2005,Role-Playing,6,PS2,Traditional,Sony,Native,0.03,0.03,0.0,0.01,0.06999999999999999
Rec Room Games,Destineer,2009,Sports,7,Wii,Traditional,Nintendo,Multi,0.35,0.0,0.0,0.02,0.37
Winning Post 7: Maximum 2007,Tecmo Koei,2007,Sports,6,PS2,Traditional,Sony,Multi,0.0,0.0,0.02,0.0,0.02
The Powerpuff Girls: Relish Rampage,BAM! Entertainment,2002,Action,6,GC,Traditional,Nintendo,Multi,0.05,0.01,0.0,0.0,0.060000000000000005
Kidou Senshi V Gundam,Namco Bandai Games,1994,Action,4,SNES,Traditional,Nintendo,Native,0.0,0.0,0.03,0.0,0.03
Suzuki TT Superbikes,Jester Interactive,2005,Racing,6,PS2,Traditional,Sony,Native,0.33,0.01,0.0,0.05,0.39
Okashi na Shima no Peter Pan: Sweet Never Land,Quinrose,2011,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.02,0.0,0.02
Invasion From Beyond,GT Interactive,1998,Shooter,5,PS,Traditional,Sony,Native,0.05,0.03,0.0,0.01,0.09
NBA Street V3,Electronic Arts,2005,Sports,6,PS2,Traditional,Sony,Multi,0.52,0.41,0.0,0.14,1.0699999999999998
Code Name: S.T.E.A.M.,Nintendo,2015,Strategy,8,3DS,Portable,Nintendo,Native,0.14,0.05,0.01,0.02,0.22
Birthday Party Bash,Take-Two Interactive,2009,Misc,7,Wii,Traditional,Nintendo,Native,0.3,0.0,0.0,0.02,0.32
Seaman 2: Peking Genjin Ikusei Kit,Sega,2007,Simulation,6,PS2,Traditional,Sony,Native,0.0,0.0,0.06,0.0,0.06
"Lunar 2: Eternal Blue(sales, but wrong system)",Game Arts,1994,Role-Playing,4,GEN,Traditional,Sega,Native,0.0,0.0,0.14,0.0,0.14
Petz: Saddle Club,Ubisoft,2009,Simulation,7,PSP,Portable,Sony,Native,0.08,0.0,0.0,0.01,0.09
The Inner World,Headup Games,2013,Adventure,7,PC,PC,PC,Native,0.0,0.03,0.0,0.0,0.03
PGR3 - Project Gotham Racing 3,Microsoft Game Studios,2005,Racing,7,X360,Traditional,Microsoft,Native,0.49,0.03,0.03,0.05,0.6000000000000001
JU-ON: The Grudge,Rising Star Games,2009,Action,7,Wii,Traditional,Nintendo,Native,0.08,0.01,0.01,0.01,0.10999999999999999
Parfait,TGL,2015,Adventure,8,PSV,Portable,Sony,Native,0.0,0.0,0.03,0.0,0.03
NASCAR Unleashed,Activision,2011,Racing,8,3DS,Portable,Nintendo,Multi,0.18,0.0,0.0,0.01,0.19
Spider-Man: Friend or Foe,Activision,2007,Action,7,Wii,Traditional,Nintendo,Multi,0.13,0.01,0.0,0.01,0.15000000000000002
Koudelka,Atari,1999,Role-Playing,5,PS,Traditional,Sony,Native,0.05,0.03,0.0,0.01,0.09
Body Harvest,Gremlin Interactive Ltd,1998,Shooter,5,N64,Traditional,Nintendo,Native,0.16,0.04,0.0,0.0,0.2
Rugby World Cup 2015,Ubisoft,2015,Sports,8,PC,PC,PC,Multi,0.0,0.01,0.0,0.0,0.01
Pokemon Trozei!,Nintendo,2005,Puzzle,7,DS,Portable,Nintendo,Native,0.26,0.0,0.31,0.02,0.5900000000000001
Mario Golf,Nintendo,1999,Action,5,N64,Traditional,Nintendo,Multi,0.62,0.18,0.65,0.02,1.4700000000000002
Frogger: Helmet Chaos,Konami Digital Entertainment,2005,Platform,7,PSP,Portable,Sony,Multi,0.1,0.0,0.0,0.01,0.11
Up,THQ,2009,Action,7,PSP,Portable,Sony,Multi,0.24,0.1,0.0,0.07,0.41
Dishonored,Bethesda Softworks,2012,Action,7,PS3,Traditional,Sony,Multi,0.72,0.54,0.04,0.25,1.55
Teenage Mutant Ninja Turtles II: The Arcade Game,Konami Digital Entertainment,1990,Action,3,NES,Traditional,Nintendo,Native,1.74,0.25,0.21,0.03,2.23
Frogger 3D,Konami Digital Entertainment,2011,Action,8,3DS,Portable,Nintendo,Native,0.16,0.03,0.0,0.01,0.2
Monster Hunter Tri,Nintendo,2011,Role-Playing,8,3DS,Portable,Nintendo,Multi,0.46,0.29,1.96,0.07,2.78
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,Capcom,2008,Adventure,7,DS,Portable,Nintendo,Native,0.0,0.0,0.01,0.0,0.01
Ape Escape: Pumped & Primed,Sony Computer Entertainment,2004,Misc,6,PS2,Traditional,Sony,Native,0.04,0.03,0.0,0.01,0.08
Just Dance Wii U,Nintendo,2014,Misc,8,WiiU,Traditional,Nintendo,Native,0.0,0.0,0.09,0.0,0.09
SimCity 2000,Sega,1994,Simulation,5,SAT,Traditional,Sega,Multi,0.0,0.0,0.28,0.0,0.28
Worldwide Soccer Manager 2007,Sega,2006,Sports,7,PC,PC,PC,Native,0.0,0.02,0.0,0.0,0.02
Glover,Atari,1999,Platform,5,PS,Traditional,Sony,Multi,0.09,0.06,0.0,0.01,0.16
The Witch and the Hundred Knight,Nippon Ichi Software,2015,Role-Playing,8,PS4,Traditional,Sony,Multi,0.02,0.01,0.05,0.01,0.09
NBA 2K12,Take-Two Interactive,2011,Sports,7,PSP,Portable,Sony,Multi,0.22,0.03,0.0,0.03,0.28
Ping Pals,THQ,2004,Misc,7,DS,Portable,Nintendo,Native,0.1,0.0,0.0,0.01,0.11
UK Truck Simulator,Unknown,2010,Simulation,7,PC,PC,PC,Native,0.0,0.03,0.0,0.0,0.03
NFL GameDay 2001,Sony Computer Entertainment,2000,Sports,6,PS2,Traditional,Sony,Multi,0.18,0.14,0.0,0.05,0.37
Twisted Metal: Black,Sony Computer Entertainment,2001,Racing,6,PS2,Traditional,Sony,Native,1.19,0.17,0.0,0.05,1.41
One Piece: Unlimited World Red,Namco Bandai Games,2014,Action,7,PS3,Traditional,Sony,Multi,0.09,0.12,0.06,0.05,0.32
Panzer Tactics,10TACLE Studios,2007,Strategy,7,DS,Portable,Nintendo,Native,0.06,0.0,0.0,0.0,0.06
Iron Chef America: Supreme Cuisine,Destineer,2008,Simulation,7,DS,Portable,Nintendo,Multi,0.18,0.0,0.0,0.01,0.19
The Incredibles: Rise of the Underminer,THQ,2005,Action,6,XB,Traditional,Microsoft,Multi,0.06,0.02,0.0,0.0,0.08
Warhammer: Dark Omen,Electronic Arts,1998,Strategy,5,PS,Traditional,Sony,Native,0.02,0.01,0.0,0.0,0.03
Making History: The Great War,Namco Bandai Games,2010,Strategy,7,Wii,Traditional,Nintendo,Multi,0.0,0.0,0.15,0.0,0.15
Chibi-Robo! Zip Lash,Nintendo,2015,Platform,8,3DS,Portable,Nintendo,Native,0.09,0.08,0.06,0.02,0.24999999999999997
Bolt,Disney Interactive Studios,2008,Adventure,7,PS3,Traditional,Sony,Multi,0.12,0.05,0.0,0.02,0.18999999999999997
Soldier of Fortune II: Double Helix,Activision,2003,Shooter,6,XB,Traditional,Microsoft,Native,0.17,0.05,0.0,0.01,0.23000000000000004
1942,Capcom,1985,Shooter,3,NES,Traditional,Nintendo,Native,0.65,0.14,0.21,0.0,1.0
Alvin and the Chipmunks: Chipwrecked,505 Games,2011,Misc,7,X360,Traditional,Microsoft,Multi,0.08,0.01,0.0,0.01,0.09999999999999999
Tony Hawk's Underground 2,Activision,2004,Sports,6,GBA,Portable,Nintendo,Multi,0.35,0.13,0.0,0.01,0.49
Slam Dunk SD Heat Up!!,Namco Bandai Games,1995,Sports,4,SNES,Traditional,Nintendo,Native,0.0,0.0,0.05,0.0,0.05
Cabela's Dangerous Hunts: Ultimate Challenge,Activision Value,2006,Sports,7,PSP,Portable,Sony,Native,0.06,0.0,0.0,0.0,0.06
FIFA Soccer 2005,Electronic Arts,2004,Sports,6,GC,Traditional,Nintendo,Multi,0.11,0.03,0.0,0.0,0.14
Apollo Justice: Ace Attorney,Capcom,2007,Adventure,7,DS,Portable,Nintendo,Native,0.32,0.06,0.64,0.04,1.06
NCAA Football 06,Electronic Arts,2005,Sports,6,PS2,Traditional,Sony,Multi,1.53,0.05,0.0,0.25,1.83
Dark Messiah of Might and Magic Elements,Ubisoft,2008,Role-Playing,7,X360,Traditional,Microsoft,Native,0.16,0.02,0.01,0.02,0.21
Samurai Shodown Sen,Rising Star Games,2009,Fighting,7,X360,Traditional,Microsoft,Native,0.07,0.01,0.0,0.01,0.09
Yourself Fitness,responDESIGN,2004,Sports,6,XB,Traditional,Microsoft,Multi,0.07,0.02,0.0,0.0,0.09000000000000001
Global Touring Challenge: Africa,Rage Software,2001,Racing,6,PS2,Traditional,Sony,Native,0.05,0.04,0.0,0.01,0.09999999999999999
Tomb Raider: Anniversary,Eidos Interactive,2007,Action,7,X360,Traditional,Microsoft,Multi,0.12,0.23,0.0,0.05,0.39999999999999997
PQ: Practical Intelligence Quotient,D3Publisher,2005,Puzzle,7,PSP,Portable,Sony,Native,0.07,0.0,0.0,0.01,0.08
Lotus Challenge,Ignition Entertainment,2004,Racing,6,GC,Traditional,Nintendo,Native,0.01,0.0,0.0,0.0,0.01
SpongeBob: HeroPants,Activision,2015,Platform,7,X360,Traditional,Microsoft,Multi,0.08,0.0,0.0,0.01,0.09
Are You Smarter Than a 5th Grader? Back to School,THQ,2010,Misc,7,DS,Portable,Nintendo,Multi,0.08,0.0,0.0,0.01,0.09
Crazy Taxi 2,Sega,2001,Racing,6,DC,Traditional,Sega,Native,0.0,0.0,0.07,0.0,0.07
Panzer Dragoon,Sega,1995,Shooter,5,SAT,Traditional,Sega,Native,0.0,0.0,0.37,0.0,0.37
Kung Fu Panda: Showdown of Legendary Legends,Little Orbit,2015,Action,7,PS3,Traditional,Sony,Multi,0.0,0.02,0.0,0.0,0.02
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Activision,2007,Action,7,PS3,Traditional,Sony,Multi,0.32,0.04,0.01,0.04,0.41
Neverwinter Nights 2,Atari,2006,Role-Playing,7,PC,PC,PC,Native,0.0,0.02,0.0,0.0,0.02
Aria: The Origination ~Aoi Wakusei no El Cielo~,Alchemist,2008,Adventure,6,PS2,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Warriors Orochi 2,Tecmo Koei,2008,Action,7,PSP,Portable,Sony,Multi,0.06,0.0,0.22,0.01,0.29000000000000004
Viz,Acclaim Entertainment,1998,Racing,5,N64,Traditional,Nintendo,Native,0.23,0.06,0.0,0.0,0.29000000000000004
Activision Anthology,Activision,2003,Misc,6,GBA,Portable,Nintendo,Multi,0.03,0.01,0.0,0.0,0.04
The Crew,Ubisoft,2014,Racing,8,XOne,Traditional,Microsoft,Multi,0.24,0.34,0.0,0.05,0.6300000000000001
Cabela's Dangerous Hunts 2011,Activision,2010,Sports,7,Wii,Traditional,Nintendo,Multi,0.53,0.02,0.0,0.04,0.5900000000000001
Syndicate,Electronic Arts,2012,Shooter,7,X360,Traditional,Microsoft,Multi,0.1,0.06,0.0,0.02,0.18
CSI: Fatal Conspiracy,Ubisoft,2010,Adventure,7,PC,PC,PC,Multi,0.0,0.03,0.0,0.01,0.04
Max Payne 2: The Fall of Max Payne,Take-Two Interactive,2003,Shooter,6,PC,PC,PC,Multi,0.0,0.02,0.0,0.0,0.02
Soma Bringer,Nintendo,2008,Role-Playing,7,DS,Portable,Nintendo,Native,0.0,0.0,0.11,0.0,0.11
Harvest Moon: Magical Melody,Ubisoft,2005,Simulation,6,GC,Traditional,Nintendo,Multi,0.19,0.05,0.0,0.01,0.25
Criminal Girls 2,Nippon Ichi Software,2015,Role-Playing,8,PSV,Portable,Sony,Native,0.0,0.0,0.03,0.0,0.03
Time Crisis: Project Titan,Namco Bandai Games,2001,Shooter,5,PS,Traditional,Sony,Native,0.03,0.02,0.0,0.0,0.05
50 Cent: Bulletproof,Vivendi Games,2006,Action,7,PSP,Portable,Sony,Multi,0.08,0.0,0.0,0.01,0.09
de Blob 2,THQ,2011,Platform,7,Wii,Traditional,Nintendo,Multi,0.11,0.06,0.0,0.02,0.18999999999999997
The Urbz: Sims in the City,Electronic Arts,2004,Simulation,6,GBA,Portable,Nintendo,Multi,0.37,0.22,0.0,0.03,0.62
And1 Streetball,Ubisoft,2006,Action,6,PS2,Traditional,Sony,Multi,0.13,0.1,0.0,0.03,0.26
Sonic Adventure,Sega,1998,Platform,6,DC,Traditional,Sega,Native,1.26,0.61,0.46,0.08,2.41
Peter Jacobsen's Golden Tee Golf,Infogrames,2000,Sports,5,PS,Traditional,Sony,Native,0.07,0.05,0.0,0.01,0.13
Naruto: Ninja Council 3,D3Publisher,2006,Action,7,DS,Portable,Nintendo,Native,0.39,0.0,0.0,0.03,0.42000000000000004
FIFA 15,Electronic Arts,2014,Sports,8,PC,PC,PC,Multi,0.0,0.27,0.0,0.03,0.30000000000000004
WWE '13,THQ,2012,Action,7,Wii,Traditional,Nintendo,Multi,0.12,0.02,0.0,0.01,0.15
The Amazing Spider-Man 2 (2014),Activision,2014,Action,8,WiiU,Traditional,Nintendo,Multi,0.03,0.02,0.0,0.0,0.05
Katekyoo Hitman Reborn! Kindan no Yami no Delta,Marvelous Interactive,2008,Action,7,Wii,Traditional,Nintendo,Multi,0.0,0.0,0.01,0.0,0.01
Jackie Chan: Stuntmaster,Sony Computer Entertainment,1999,Action,5,PS,Traditional,Sony,Native,0.12,0.08,0.0,0.01,0.21000000000000002
Coronation Street: The Mystery of the Missing Hotpot Recipe,Avanquest,2011,Adventure,7,PC,PC,PC,Native,0.0,0.01,0.0,0.0,0.01
Where the Wild Things Are,Warner Bros. Interactive Entertainment,2009,Platform,7,X360,Traditional,Microsoft,Multi,0.1,0.0,0.0,0.01,0.11
Fallout: New Vegas,Bethesda Softworks,2010,Role-Playing,7,PC,PC,PC,Multi,0.58,0.45,0.0,0.14,1.17
Fantastic Four,Acclaim Entertainment,1997,Action,5,PS,Traditional,Sony,Native,0.04,0.03,0.0,0.0,0.07
Army Men: Sarge's War,Global Star,2004,Shooter,6,GC,Traditional,Nintendo,Multi,0.12,0.03,0.0,0.0,0.15
Uppers,Marvelous Entertainment,2016,Action,8,PSV,Portable,Sony,Native,0.0,0.0,0.01,0.0,0.01
Mass Effect 3,Electronic Arts,2012,Role-Playing,7,X360,Traditional,Microsoft,Multi,1.94,0.86,0.03,0.24,3.0699999999999994
Famicom Mini: Star Soldier,Nintendo,2004,Shooter,6,GBA,Portable,Nintendo,Native,0.0,0.0,0.08,0.0,0.08
Fate/Stay Night [Réalta Nua],Kadokawa Shoten,2007,Adventure,6,PS2,Traditional,Sony,Multi,0.0,0.0,0.17,0.0,0.17
Fisherman's Challenge,Konami Digital Entertainment,2003,Sports,6,PS2,Traditional,Sony,Native,0.02,0.02,0.0,0.01,0.05
Record of Agarest War,Compile Heart,2008,Role-Playing,7,X360,Traditional,Microsoft,Multi,0.18,0.0,0.01,0.01,0.2
NBA 2K12,Take-Two Interactive,2011,Sports,7,X360,Traditional,Microsoft,Multi,2.31,0.14,0.01,0.16,2.62
The Chronicles of Narnia: Prince Caspian,Disney Interactive Studios,2008,Action,7,DS,Portable,Nintendo,Multi,0.19,0.01,0.0,0.02,0.22
Kikou Heidan J-Phoenix,Takara,2001,Action,6,PS2,Traditional,Sony,Native,0.0,0.0,0.06,0.0,0.06
Super Bomberman,Hudson Soft,1992,Puzzle,4,SNES,Traditional,Nintendo,Native,0.0,0.0,0.57,0.0,0.57
SingStar Queen,Sony Computer Entertainment,2009,Misc,7,PS3,Traditional,Sony,Multi,0.11,0.26,0.0,0.08,0.45
Vanark,Jaleco,1999,Shooter,5,PS,Traditional,Sony,Native,0.01,0.01,0.0,0.0,0.02
99 no Namida,Namco Bandai Games,2008,Adventure,7,DS,Portable,Nintendo,Native,0.0,0.0,0.04,0.0,0.04
"3 in 1: Solitaire, Mahjong & Tangram",Deep Silver,2010,Misc,7,DS,Portable,Nintendo,Native,0.0,0.07,0.0,0.01,0.08
PAC-MAN and the Ghostly Adventures,Namco Bandai Games,2013,Platform,8,3DS,Portable,Nintendo,Multi,0.05,0.04,0.0,0.01,0.09999999999999999
Samurai Warriors: Xtreme Legends,Tecmo Koei,2004,Action,6,PS2,Traditional,Sony,Native,0.04,0.03,0.36,0.01,0.44
All-Pro Football 2K8,Take-Two Interactive,2007,Sports,7,PS3,Traditional,Sony,Multi,0.14,0.0,0.0,0.01,0.15000000000000002
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Konami Digital Entertainment,2007,Sports,7,Wii,Traditional,Nintendo,Native,0.0,0.0,0.03,0.0,0.03
The Darkness II,Take-Two Interactive,2012,Shooter,7,X360,Traditional,Microsoft,Multi,0.24,0.12,0.0,0.03,0.39
Street Fighter V,Capcom,2016,Fighting,8,PC,PC,PC,Multi,0.0,0.05,0.0,0.0,0.05
Spider-Man 2: Enter: Electro,Activision,2001,Action,5,PS,Traditional,Sony,Native,0.57,0.87,0.02,0.09,1.55
Rayman 3: Hoodlum Havoc,Ubisoft,2003,Platform,6,GC,Traditional,Nintendo,Multi,0.05,0.01,0.0,0.0,0.060000000000000005
Muv-Luv Alternative: Total Eclipse,5pb,2013,Simulation,7,PS3,Traditional,Sony,Native,0.0,0.0,0.03,0.0,0.03
Rush 2: Extreme Racing USA,Midway Games,1998,Racing,5,N64,Traditional,Nintendo,Native,0.35,0.06,0.0,0.0,0.41
Full House Kiss 2,Capcom,2006,Adventure,6,PS2,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Super Real Mahjong P V,Seta Corporation,1995,Misc,5,SAT,Traditional,Sega,Native,0.0,0.0,0.19,0.0,0.19
Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,Hudson Soft,1997,Role-Playing,5,SAT,Traditional,Sega,Native,0.0,0.0,0.26,0.0,0.26
Tiger Woods PGA Tour 2005,Electronic Arts,2004,Sports,6,PS2,Traditional,Sony,Multi,1.03,0.32,0.0,0.09,1.4400000000000002
Mad Max (2015),Warner Bros. Interactive Entertainment,2015,Action,8,XOne,Traditional,Microsoft,Multi,0.26,0.16,0.0,0.04,0.46
The Sims 2,Electronic Arts,2005,Simulation,7,DS,Portable,Nintendo,Multi,0.82,0.07,0.0,0.07,0.96
Deus Ex: The Conspiracy,Eidos Interactive,2002,Action,6,PS2,Traditional,Sony,Native,0.1,0.08,0.0,0.03,0.21
Mashiro Iro Symphony: *mutsu-no-hana,Comfort,2011,Adventure,7,PSP,Portable,Sony,Native,0.0,0.0,0.03,0.0,0.03
Petz Rescue: Wildlife Vet,Ubisoft,2008,Simulation,7,Wii,Traditional,Nintendo,Multi,0.21,0.0,0.0,0.02,0.22999999999999998
FIFA: Road to World Cup 98,Electronic Arts,1997,Sports,5,PS,Traditional,Sony,Native,0.14,0.09,0.46,0.05,0.7400000000000001
Rugrats in Paris: The Movie,THQ,2000,Action,5,N64,Traditional,Nintendo,Multi,0.4,0.09,0.0,0.01,0.5
SimCity,Nintendo,1991,Simulation,4,SNES,Traditional,Nintendo,Multi,0.93,0.27,0.75,0.04,1.9900000000000002
Guitar Hero: Smash Hits,Activision,2009,Misc,7,Wii,Traditional,Nintendo,Multi,0.33,0.21,0.0,0.06,0.6000000000000001
WarJetz,3DO,2001,Shooter,6,PS2,Traditional,Sony,Native,0.02,0.02,0.0,0.01,0.05
The Suite Life of Zack & Cody: Tipton Trouble,Disney Interactive Studios,2006,Action,7,DS,Portable,Nintendo,Native,0.23,0.0,0.0,0.02,0.25
Saints Row IV,Deep Silver,2013,Action,7,PS3,Traditional,Sony,Multi,0.56,0.44,0.09,0.21,1.3
Dragon Age: Origins,Electronic Arts,2009,Role-Playing,7,PS3,Traditional,Sony,Multi,0.96,0.44,0.08,0.22,1.7
Wrath Unleashed,LucasArts,2004,Strategy,6,PS2,Traditional,Sony,Multi,0.04,0.03,0.0,0.01,0.08
Tiger Woods PGA Tour 13,Electronic Arts,2012,Sports,7,X360,Traditional,Microsoft,Multi,0.29,0.18,0.0,0.04,0.51
Demolition Racer,Infogrames,1998,Racing,5,PS,Traditional,Sony,Native,0.17,0.12,0.0,0.02,0.31000000000000005
Gadget Racers (PAL),Zoo Digital Publishing,2002,Racing,6,PS2,Traditional,Sony,Native,0.0,0.0,0.02,0.0,0.02
Madden NFL 07,Electronic Arts,2006,Sports,6,GC,Traditional,Nintendo,Multi,0.48,0.13,0.0,0.02,0.63
Mario & Sonic at the Olympic Games,Sega,2008,Sports,7,DS,Portable,Nintendo,Multi,1.64,2.48,0.44,0.58,5.140000000000001
G-Force,Disney Interactive Studios,2009,Action,7,PS3,Traditional,Sony,Multi,0.13,0.06,0.0,0.03,0.22
Sigma Star Saga,Atari,2005,Role-Playing,6,GBA,Portable,Nintendo,Native,0.04,0.01,0.0,0.0,0.05
Gummy Bears Mini Golf,Unknown,2010,Sports,7,Wii,Traditional,Nintendo,Multi,0.04,0.0,0.0,0.0,0.04
Kingdom Hearts Re:coded,Square Enix,2010,Role-Playing,7,DS,Portable,Nintendo,Native,0.56,0.1,0.27,0.05,0.9800000000000001
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,Namco Bandai Games,2013,Action,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.05,0.0,0.05
Aikatsu! 2-nin no My Princess,Namco Bandai Games,2013,Action,8,3DS,Portable,Nintendo,Native,0.0,0.0,0.26,0.0,0.26
Scooby-Doo! and the Spooky Swamp,Warner Bros. Interactive Entertainment,2010,Action,7,DS,Portable,Nintendo,Multi,0.26,0.1,0.0,0.03,0.39
War Gods,GT Interactive,1996,Fighting,5,PS,Traditional,Sony,Multi,0.01,0.01,0.0,0.0,0.02
Need for Speed Underground,Electronic Arts,2003,Racing,6,GC,Traditional,Nintendo,Multi,0.69,0.48,0.01,0.03,1.21
Kanon,NEC Interchannel,2000,Adventure,6,DC,Traditional,Sega,Native,0.0,0.0,0.06,0.0,0.06
The Settlers II 10th Anniversary,Ubisoft,2006,Action,7,PC,PC,PC,Native,0.0,0.02,0.0,0.0,0.02
World Racing,TDK Mediactive,2003,Racing,6,XB,Traditional,Microsoft,Native,0.05,0.01,0.0,0.0,0.060000000000000005
Wild ARMs 5 (jp sales),505 Games,2006,Role-Playing,6,PS2,Traditional,Sony,Native,0.0,0.0,0.12,0.0,0.12
Onimusha Tactics,Capcom,2003,Strategy,6,GBA,Portable,Nintendo,Native,0.06,0.02,0.0,0.0,0.08
The Dog Island,Ubisoft,2007,Adventure,6,PS2,Traditional,Sony,Multi,0.13,0.1,0.0,0.03,0.26
Left 4 Dead,Electronic Arts,2008,Shooter,7,PC,PC,PC,Multi,0.0,0.02,0.0,0.0,0.02
The King of Fighters NeoWave,SNK Playmore,2006,Fighting,6,XB,Traditional,Microsoft,Native,0.02,0.0,0.0,0.0,0.02
Harry Potter and the Goblet of Fire,Electronic Arts,2005,Action,7,DS,Portable,Nintendo,Multi,0.21,0.02,0.0,0.02,0.24999999999999997
World Destruction League: Thunder Tanks,3DO,2000,Action,5,PS,Traditional,Sony,Multi,0.09,0.06,0.0,0.01,0.16
Syberia,Mindscape,2008,Action,7,DS,Portable,Nintendo,Multi,0.1,0.02,0.0,0.01,0.13
Monster Hunter Freedom 2,Capcom,2011,Role-Playing,7,PS3,Traditional,Sony,Multi,0.0,0.0,0.5,0.0,0.5
JoJo's Bizarre Adventure: All Star Battle,Take-Two Interactive,2012,Fighting,8,3DS,Portable,Nintendo,Multi,0.06,0.0,0.0,0.0,0.06
Evil Dead: Regeneration,THQ,2005,Action,6,XB,Traditional,Microsoft,Multi,0.06,0.02,0.0,0.0,0.08
Hot Wheels: Stunt Track Challenge,THQ,2004,Racing,6,XB,Traditional,Microsoft,Multi,0.08,0.02,0.0,0.0,0.1
Mass Effect Trilogy,Electronic Arts,2012,Action,7,PS3,Traditional,Sony,Multi,0.37,0.0,0.0,0.04,0.41
